date,customer_id,loan_id,loan_amount,cumulative_repayment,cumulative_interest,cumulative_paid,outstanding_balance,days_in_arrears,status,utilization (%),DPD_bucket,risk_band
2025-10-14,C011,L011,5924,9546,941,8605,0,0,current,0,Current,Low
2025-10-15,C011,L011,5924,9655,951,8704,0,0,current,0,Current,Low
2025-10-16,C011,L011,5924,9655,951,8704,0,1,late,0,1–30 DPD,Low
2025-10-17,C011,L011,5924,9655,951,8704,0,2,late,0,1–30 DPD,Low
2025-10-18,C011,L011,5924,10002,985,9017,0,1,late,0,1–30 DPD,Low
2025-10-19,C011,L011,5924,10339,1018,9321,0,0,current,0,Current,Low
2025-10-20,C011,L011,5924,10491,1033,9458,0,0,current,0,Current,Low
2025-10-21,C011,L011,5924,10745,1058,9687,0,0,current,0,Current,Low
2025-10-22,C011,L011,5924,10745,1058,9687,0,1,late,0,1–30 DPD,Low
2025-10-23,C011,L011,5924,10920,1075,9845,0,0,current,0,Current,Low
2025-10-24,C011,L011,5924,11302,1113,10189,0,0,current,0,Current,Low
2025-10-25,C011,L011,5924,11302,1113,10189,0,1,late,0,1–30 DPD,Low
2025-10-26,C011,L011,5924,11780,1160,10620,0,0,current,0,Current,Low
2025-10-27,C011,L011,5924,12101,1192,10909,0,0,current,0,Current,Low
2025-10-28,C011,L011,5924,12101,1192,10909,0,1,late,0,1–30 DPD,Low
2025-10-29,C011,L011,5924,12380,1219,11161,0,0,current,0,Current,Low
2025-10-30,C011,L011,5924,12640,1245,11395,0,0,current,0,Current,Low
2025-09-01,C012,L012,18186,0,0,0,18186,1,late,100,1–30 DPD,High
2025-09-02,C012,L012,18186,484,48,436,17750,0,current,97.6,Current,High
2025-09-03,C012,L012,18186,786,78,708,17478,0,current,96.11,Current,High
2025-09-04,C012,L012,18186,786,78,708,17478,1,late,96.11,1–30 DPD,High
2025-09-05,C012,L012,18186,786,78,708,17478,2,late,96.11,1–30 DPD,High
2025-09-06,C012,L012,18186,903,89,814,17372,1,late,95.52,1–30 DPD,High
2025-09-07,C012,L012,18186,1217,120,1097,17089,0,current,93.97,Current,High
2025-09-08,C012,L012,18186,1383,136,1247,16939,0,current,93.14,Current,High
2025-09-09,C012,L012,18186,1500,147,1353,16833,0,current,92.56,Current,High
2025-09-10,C012,L012,18186,1500,147,1353,16833,1,late,92.56,1–30 DPD,High
2025-09-11,C012,L012,18186,1750,172,1578,16608,0,current,91.32,Current,High
2025-09-12,C012,L012,18186,1750,172,1578,16608,1,late,91.32,1–30 DPD,High
2025-09-13,C012,L012,18186,1750,172,1578,16608,2,late,91.32,1–30 DPD,High
2025-09-14,C012,L012,18186,1750,172,1578,16608,3,late,91.32,1–30 DPD,High
2025-09-15,C012,L012,18186,2206,217,1989,16197,2,late,89.06,1–30 DPD,Medium
2025-09-16,C012,L012,18186,2206,217,1989,16197,3,late,89.06,1–30 DPD,Medium
2025-09-17,C012,L012,18186,2466,243,2223,15963,2,late,87.78,1–30 DPD,Medium
2025-09-18,C012,L012,18186,2801,276,2525,15661,1,late,86.12,1–30 DPD,Medium
2025-09-19,C012,L012,18186,2801,276,2525,15661,2,late,86.12,1–30 DPD,Medium
2025-09-20,C012,L012,18186,2933,289,2644,15542,1,late,85.46,1–30 DPD,Medium
2025-09-21,C012,L012,18186,2933,289,2644,15542,2,late,85.46,1–30 DPD,Medium
2025-09-22,C012,L012,18186,3234,319,2915,15271,1,late,83.97,1–30 DPD,Medium
2025-09-23,C012,L012,18186,3403,335,3068,15118,0,current,83.13,Current,Medium
2025-09-24,C012,L012,18186,3609,355,3254,14932,0,current,82.11,Current,Medium
2025-09-25,C012,L012,18186,4083,402,3681,14505,0,current,79.76,Current,Medium
2025-09-26,C012,L012,18186,4363,430,3933,14253,0,current,78.37,Current,Medium
2025-09-27,C012,L012,18186,4862,479,4383,13803,0,current,75.9,Current,Medium
2025-09-28,C012,L012,18186,5187,511,4676,13510,0,current,74.29,Current,Medium
2025-09-29,C012,L012,18186,5187,511,4676,13510,1,late,74.29,1–30 DPD,Medium
2025-09-30,C012,L012,18186,5393,531,4862,13324,0,current,73.27,Current,Medium
2025-10-01,C012,L012,18186,5393,531,4862,13324,1,late,73.27,1–30 DPD,Medium
2025-10-02,C012,L012,18186,5393,531,4862,13324,2,late,73.27,1–30 DPD,Medium
2025-10-03,C012,L012,18186,5554,547,5007,13179,1,late,72.47,1–30 DPD,Medium
2025-10-04,C012,L012,18186,5947,586,5361,12825,0,current,70.52,Current,Medium
2025-10-05,C012,L012,18186,6177,609,5568,12618,0,current,69.38,Current,Low
2025-10-06,C012,L012,18186,6177,609,5568,12618,1,late,69.38,1–30 DPD,Low
2025-10-07,C012,L012,18186,6515,642,5873,12313,0,current,67.71,Current,Low
2025-10-08,C012,L012,18186,6928,683,6245,11941,0,current,65.66,Current,Low
2025-10-09,C012,L012,18186,6928,683,6245,11941,1,late,65.66,1–30 DPD,Low
2025-10-10,C012,L012,18186,7310,721,6589,11597,0,current,63.77,Current,Low
2025-10-11,C012,L012,18186,7310,721,6589,11597,1,late,63.77,1–30 DPD,Low
2025-10-12,C012,L012,18186,7666,756,6910,11276,0,current,62,Current,Low
2025-10-13,C012,L012,18186,8043,793,7250,10936,0,current,60.13,Current,Low
2025-10-14,C012,L012,18186,8213,810,7403,10783,0,current,59.29,Current,Low
2025-10-15,C012,L012,18186,8213,810,7403,10783,1,late,59.29,1–30 DPD,Low
2025-10-16,C012,L012,18186,8520,840,7680,10506,0,current,57.77,Current,Low
2025-10-17,C012,L012,18186,8783,866,7917,10269,0,current,56.47,Current,Low
2025-10-18,C012,L012,18186,9161,903,8258,9928,0,current,54.59,Current,Low
2025-10-19,C012,L012,18186,9308,917,8391,9795,0,current,53.86,Current,Low
2025-10-20,C012,L012,18186,9610,947,8663,9523,0,current,52.36,Current,Low
2025-10-21,C012,L012,18186,10005,986,9019,9167,0,current,50.41,Current,Low
2025-10-22,C012,L012,18186,10361,1021,9340,8846,0,current,48.64,Current,Low
2025-10-23,C012,L012,18186,10361,1021,9340,8846,1,late,48.64,1–30 DPD,Low
2025-10-24,C012,L012,18186,10361,1021,9340,8846,2,late,48.64,1–30 DPD,Low
2025-10-25,C012,L012,18186,10765,1061,9704,8482,1,late,46.64,1–30 DPD,Low
2025-10-26,C012,L012,18186,11261,1110,10151,8035,0,current,44.18,Current,Low
2025-10-27,C012,L012,18186,11540,1137,10403,7783,0,current,42.8,Current,Low
2025-10-28,C012,L012,18186,11874,1170,10704,7482,0,current,41.14,Current,Low
2025-10-29,C012,L012,18186,12052,1187,10865,7321,0,current,40.26,Current,Low
2025-10-30,C012,L012,18186,12052,1187,10865,7321,1,late,40.26,1–30 DPD,Low
2025-09-01,C013,L013,18745,464,46,418,18327,0,current,97.77,Current,High
2025-09-02,C013,L013,18745,804,80,724,18021,0,current,96.14,Current,High
2025-09-03,C013,L013,18745,804,80,724,18021,1,late,96.14,1–30 DPD,High
2025-09-04,C013,L013,18745,804,80,724,18021,2,late,96.14,1–30 DPD,High
2025-09-05,C013,L013,18745,954,95,859,17886,1,late,95.42,1–30 DPD,High
2025-09-06,C013,L013,18745,1110,110,1000,17745,0,current,94.67,Current,High
2025-09-07,C013,L013,18745,1110,110,1000,17745,1,late,94.67,1–30 DPD,High
2025-09-08,C013,L013,18745,1480,147,1333,17412,0,current,92.89,Current,High
2025-09-09,C013,L013,18745,1963,195,1768,16977,0,current,90.57,Current,High
2025-09-10,C013,L013,18745,1963,195,1768,16977,1,late,90.57,1–30 DPD,High
2025-09-11,C013,L013,18745,1963,195,1768,16977,2,late,90.57,1–30 DPD,High
2025-09-12,C013,L013,18745,2256,224,2032,16713,1,late,89.16,1–30 DPD,Medium
2025-09-13,C013,L013,18745,2628,261,2367,16378,0,current,87.37,Current,Medium
2025-09-14,C013,L013,18745,2927,290,2637,16108,0,current,85.93,Current,Medium
2025-09-15,C013,L013,18745,3163,313,2850,15895,0,current,84.8,Current,Medium
2025-09-16,C013,L013,18745,3373,334,3039,15706,0,current,83.79,Current,Medium
2025-09-17,C013,L013,18745,3524,349,3175,15570,0,current,83.06,Current,Medium
2025-09-18,C013,L013,18745,3652,361,3291,15454,0,current,82.44,Current,Medium
2025-09-19,C013,L013,18745,4010,396,3614,15131,0,current,80.72,Current,Medium
2025-09-20,C013,L013,18745,4236,418,3818,14927,0,current,79.63,Current,Medium
2025-09-21,C013,L013,18745,4340,428,3912,14833,0,current,79.13,Current,Medium
2025-09-22,C013,L013,18745,4712,465,4247,14498,0,current,77.34,Current,Medium
2025-09-23,C013,L013,18745,4866,480,4386,14359,0,current,76.6,Current,Medium
2025-09-24,C013,L013,18745,4866,480,4386,14359,1,late,76.6,1–30 DPD,Medium
2025-09-25,C013,L013,18745,5091,502,4589,14156,0,current,75.52,Current,Medium
2025-09-26,C013,L013,18745,5091,502,4589,14156,1,late,75.52,1–30 DPD,Medium
2025-09-27,C013,L013,18745,5399,532,4867,13878,0,current,74.04,Current,Medium
2025-09-28,C013,L013,18745,5862,578,5284,13461,0,current,71.81,Current,Medium
2025-09-29,C013,L013,18745,5862,578,5284,13461,1,late,71.81,1–30 DPD,Medium
2025-09-30,C013,L013,18745,6137,605,5532,13213,0,current,70.49,Current,Medium
2025-10-01,C013,L013,18745,6270,618,5652,13093,0,current,69.85,Current,Low
2025-10-02,C013,L013,18745,6736,664,6072,12673,0,current,67.61,Current,Low
2025-10-03,C013,L013,18745,6736,664,6072,12673,1,late,67.61,1–30 DPD,Low
2025-10-04,C013,L013,18745,6878,678,6200,12545,0,current,66.92,Current,Low
2025-10-05,C013,L013,18745,7193,709,6484,12261,0,current,65.41,Current,Low
2025-10-06,C013,L013,18745,7533,743,6790,11955,0,current,63.78,Current,Low
2025-10-07,C013,L013,18745,8014,791,7223,11522,0,current,61.47,Current,Low
2025-10-08,C013,L013,18745,8272,816,7456,11289,0,current,60.22,Current,Low
2025-10-09,C013,L013,18745,8765,865,7900,10845,0,current,57.86,Current,Low
2025-10-10,C013,L013,18745,8935,882,8053,10692,0,current,57.04,Current,Low
2025-10-11,C013,L013,18745,9261,914,8347,10398,0,current,55.47,Current,Low
2025-10-12,C013,L013,18745,9459,933,8526,10219,0,current,54.52,Current,Low
2025-10-13,C013,L013,18745,9686,955,8731,10014,0,current,53.42,Current,Low
2025-10-14,C013,L013,18745,10043,990,9053,9692,0,current,51.7,Current,Low
2025-10-15,C013,L013,18745,10478,1033,9445,9300,0,current,49.61,Current,Low
2025-10-16,C013,L013,18745,10673,1052,9621,9124,0,current,48.67,Current,Low
2025-10-17,C013,L013,18745,10950,1079,9871,8874,0,current,47.34,Current,Low
2025-10-18,C013,L013,18745,10950,1079,9871,8874,1,late,47.34,1–30 DPD,Low
2025-10-19,C013,L013,18745,11278,1111,10167,8578,0,current,45.76,Current,Low
2025-10-20,C013,L013,18745,11278,1111,10167,8578,1,late,45.76,1–30 DPD,Low
2025-10-21,C013,L013,18745,11771,1160,10611,8134,0,current,43.39,Current,Low
2025-10-22,C013,L013,18745,12142,1197,10945,7800,0,current,41.61,Current,Low
2025-10-23,C013,L013,18745,12258,1208,11050,7695,0,current,41.05,Current,Low
2025-10-24,C013,L013,18745,12694,1251,11443,7302,0,current,38.95,Current,Low
2025-10-25,C013,L013,18745,13112,1292,11820,6925,0,current,36.94,Current,Low
2025-10-26,C013,L013,18745,13343,1315,12028,6717,0,current,35.83,Current,Low
2025-10-27,C013,L013,18745,13657,1346,12311,6434,0,current,34.32,Current,Low
2025-10-28,C013,L013,18745,13825,1362,12463,6282,0,current,33.51,Current,Low
2025-10-29,C013,L013,18745,14240,1403,12837,5908,0,current,31.52,Current,Low
2025-10-30,C013,L013,18745,14240,1403,12837,5908,1,late,31.52,1–30 DPD,Low
2025-09-01,C014,L014,12026,216,21,195,11831,0,current,98.38,Current,High
2025-09-02,C014,L014,12026,216,21,195,11831,1,late,98.38,1–30 DPD,High
2025-09-03,C014,L014,12026,495,48,447,11579,0,current,96.28,Current,High
2025-09-04,C014,L014,12026,760,74,686,11340,0,current,94.3,Current,High
2025-09-05,C014,L014,12026,760,74,686,11340,1,late,94.3,1–30 DPD,High
2025-09-06,C014,L014,12026,760,74,686,11340,2,late,94.3,1–30 DPD,High
2025-09-07,C014,L014,12026,904,88,816,11210,1,late,93.21,1–30 DPD,High
2025-09-08,C014,L014,12026,1305,128,1177,10849,0,current,90.21,Current,High
2025-09-09,C014,L014,12026,1305,128,1177,10849,1,late,90.21,1–30 DPD,High
2025-09-10,C014,L014,12026,1420,139,1281,10745,0,current,89.35,Current,Medium
2025-09-11,C014,L014,12026,1917,188,1729,10297,0,current,85.62,Current,Medium
2025-09-12,C014,L014,12026,1917,188,1729,10297,1,late,85.62,1–30 DPD,Medium
2025-09-13,C014,L014,12026,1917,188,1729,10297,2,late,85.62,1–30 DPD,Medium
2025-09-14,C014,L014,12026,2189,215,1974,10052,1,late,83.59,1–30 DPD,Medium
2025-09-15,C014,L014,12026,2189,215,1974,10052,2,late,83.59,1–30 DPD,Medium
2025-09-16,C014,L014,12026,2373,233,2140,9886,1,late,82.21,1–30 DPD,Medium
2025-09-17,C014,L014,12026,2373,233,2140,9886,2,late,82.21,1–30 DPD,Medium
2025-09-18,C014,L014,12026,2866,282,2584,9442,1,late,78.51,1–30 DPD,Medium
2025-09-19,C014,L014,12026,3152,310,2842,9184,0,current,76.37,Current,Medium
2025-09-20,C014,L014,12026,3368,331,3037,8989,0,current,74.75,Current,Medium
2025-09-21,C014,L014,12026,3368,331,3037,8989,1,late,74.75,1–30 DPD,Medium
2025-09-22,C014,L014,12026,3810,375,3435,8591,0,current,71.44,Current,Medium
2025-09-23,C014,L014,12026,4164,410,3754,8272,0,current,68.78,Current,Low
2025-09-24,C014,L014,12026,4622,455,4167,7859,0,current,65.35,Current,Low
2025-09-25,C014,L014,12026,5109,503,4606,7420,0,current,61.7,Current,Low
2025-09-26,C014,L014,12026,5370,529,4841,7185,0,current,59.75,Current,Low
2025-09-27,C014,L014,12026,5370,529,4841,7185,1,late,59.75,1–30 DPD,Low
2025-09-28,C014,L014,12026,5655,557,5098,6928,0,current,57.61,Current,Low
2025-09-29,C014,L014,12026,5797,571,5226,6800,0,current,56.54,Current,Low
2025-09-30,C014,L014,12026,5797,571,5226,6800,1,late,56.54,1–30 DPD,Low
2025-10-01,C014,L014,12026,6009,592,5417,6609,0,current,54.96,Current,Low
2025-10-02,C014,L014,12026,6144,605,5539,6487,0,current,53.94,Current,Low
2025-10-03,C014,L014,12026,6336,624,5712,6314,0,current,52.5,Current,Low
2025-10-04,C014,L014,12026,6474,637,5837,6189,0,current,51.46,Current,Low
2025-10-05,C014,L014,12026,6951,684,6267,5759,0,current,47.89,Current,Low
2025-10-06,C014,L014,12026,6951,684,6267,5759,1,late,47.89,1–30 DPD,Low
2025-10-07,C014,L014,12026,7201,709,6492,5534,0,current,46.02,Current,Low
2025-10-08,C014,L014,12026,7528,741,6787,5239,0,current,43.56,Current,Low
2025-10-09,C014,L014,12026,7929,781,7148,4878,0,current,40.56,Current,Low
2025-10-10,C014,L014,12026,7929,781,7148,4878,1,late,40.56,1–30 DPD,Low
2025-10-11,C014,L014,12026,8105,798,7307,4719,0,current,39.24,Current,Low
2025-10-12,C014,L014,12026,8105,798,7307,4719,1,late,39.24,1–30 DPD,Low
2025-10-13,C014,L014,12026,8500,837,7663,4363,0,current,36.28,Current,Low
2025-10-14,C014,L014,12026,8500,837,7663,4363,1,late,36.28,1–30 DPD,Low
2025-10-15,C014,L014,12026,8500,837,7663,4363,2,late,36.28,1–30 DPD,Low
2025-10-16,C014,L014,12026,8823,869,7954,4072,1,late,33.86,1–30 DPD,Low
2025-10-17,C014,L014,12026,9133,900,8233,3793,0,current,31.54,Current,Low
2025-10-18,C014,L014,12026,9324,919,8405,3621,0,current,30.11,Current,Low
2025-10-19,C014,L014,12026,9324,919,8405,3621,1,late,30.11,1–30 DPD,Low
2025-10-20,C014,L014,12026,9528,939,8589,3437,0,current,28.58,Current,Low
2025-10-21,C014,L014,12026,9528,939,8589,3437,1,late,28.58,1–30 DPD,Low
2025-10-22,C014,L014,12026,9528,939,8589,3437,2,late,28.58,1–30 DPD,Low
2025-10-23,C014,L014,12026,9809,967,8842,3184,1,late,26.48,1–30 DPD,Low
2025-10-24,C014,L014,12026,10085,994,9091,2935,0,current,24.41,Current,Low
2025-10-25,C014,L014,12026,10393,1024,9369,2657,0,current,22.09,Current,Low
2025-10-26,C014,L014,12026,10393,1024,9369,2657,1,late,22.09,1–30 DPD,Low
2025-10-27,C014,L014,12026,10893,1074,9819,2207,0,current,18.35,Current,Low
2025-10-28,C014,L014,12026,11295,1114,10181,1845,0,current,15.34,Current,Low
2025-10-29,C014,L014,12026,11539,1138,10401,1625,0,current,13.51,Current,Low
2025-10-30,C014,L014,12026,11883,1172,10711,1315,0,current,10.93,Current,Low
2025-09-01,C015,L015,16294,364,36,328,15966,0,current,97.99,Current,High
2025-09-02,C015,L015,16294,498,49,449,15845,0,current,97.24,Current,High
2025-09-03,C015,L015,16294,498,49,449,15845,1,late,97.24,1–30 DPD,High
2025-09-04,C015,L015,16294,749,74,675,15619,0,current,95.86,Current,High
2025-09-05,C015,L015,16294,1070,106,964,15330,0,current,94.08,Current,High
2025-09-06,C015,L015,16294,1353,134,1219,15075,0,current,92.52,Current,High
2025-09-07,C015,L015,16294,1706,169,1537,14757,0,current,90.57,Current,High
2025-09-08,C015,L015,16294,1830,181,1649,14645,0,current,89.88,Current,Medium
2025-09-09,C015,L015,16294,1830,181,1649,14645,1,late,89.88,1–30 DPD,Medium
2025-09-10,C015,L015,16294,2242,222,2020,14274,0,current,87.6,Current,Medium
2025-09-11,C015,L015,16294,2538,251,2287,14007,0,current,85.96,Current,Medium
2025-09-12,C015,L015,16294,2804,277,2527,13767,0,current,84.49,Current,Medium
2025-09-13,C015,L015,16294,3017,298,2719,13575,0,current,83.31,Current,Medium
2025-09-14,C015,L015,16294,3017,298,2719,13575,1,late,83.31,1–30 DPD,Medium
2025-09-15,C015,L015,16294,3017,298,2719,13575,2,late,83.31,1–30 DPD,Medium
2025-09-16,C015,L015,16294,3426,338,3088,13206,1,late,81.05,1–30 DPD,Medium
2025-09-17,C015,L015,16294,3426,338,3088,13206,2,late,81.05,1–30 DPD,Medium
2025-09-18,C015,L015,16294,3920,387,3533,12761,1,late,78.32,1–30 DPD,Medium
2025-09-19,C015,L015,16294,4069,401,3668,12626,0,current,77.49,Current,Medium
2025-09-20,C015,L015,16294,4269,421,3848,12446,0,current,76.38,Current,Medium
2025-09-21,C015,L015,16294,4269,421,3848,12446,1,late,76.38,1–30 DPD,Medium
2025-09-22,C015,L015,16294,4269,421,3848,12446,2,late,76.38,1–30 DPD,Medium
2025-09-23,C015,L015,16294,4417,435,3982,12312,1,late,75.56,1–30 DPD,Medium
2025-09-24,C015,L015,16294,4893,482,4411,11883,0,current,72.93,Current,Medium
2025-09-25,C015,L015,16294,4893,482,4411,11883,1,late,72.93,1–30 DPD,Medium
2025-09-26,C015,L015,16294,4893,482,4411,11883,2,late,72.93,1–30 DPD,Medium
2025-09-27,C015,L015,16294,5205,513,4692,11602,1,late,71.2,1–30 DPD,Medium
2025-09-28,C015,L015,16294,5347,527,4820,11474,0,current,70.42,Current,Medium
2025-09-29,C015,L015,16294,5799,572,5227,11067,0,current,67.92,Current,Low
2025-09-30,C015,L015,16294,6209,613,5596,10698,0,current,65.66,Current,Low
2025-10-01,C015,L015,16294,6432,635,5797,10497,0,current,64.42,Current,Low
2025-10-02,C015,L015,16294,6556,647,5909,10385,0,current,63.74,Current,Low
2025-10-03,C015,L015,16294,6882,679,6203,10091,0,current,61.93,Current,Low
2025-10-04,C015,L015,16294,6882,679,6203,10091,1,late,61.93,1–30 DPD,Low
2025-10-05,C015,L015,16294,7370,727,6643,9651,0,current,59.23,Current,Low
2025-10-06,C015,L015,16294,7370,727,6643,9651,1,late,59.23,1–30 DPD,Low
2025-10-07,C015,L015,16294,7753,765,6988,9306,0,current,57.11,Current,Low
2025-10-08,C015,L015,16294,8163,806,7357,8937,0,current,54.85,Current,Low
2025-10-09,C015,L015,16294,8611,850,7761,8533,0,current,52.37,Current,Low
2025-10-10,C015,L015,16294,8926,881,8045,8249,0,current,50.63,Current,Low
2025-10-11,C015,L015,16294,8926,881,8045,8249,1,late,50.63,1–30 DPD,Low
2025-10-12,C015,L015,16294,8926,881,8045,8249,2,late,50.63,1–30 DPD,Low
2025-10-13,C015,L015,16294,8926,881,8045,8249,3,late,50.63,1–30 DPD,Low
2025-10-14,C015,L015,16294,9175,905,8270,8024,2,late,49.25,1–30 DPD,Low
2025-10-15,C015,L015,16294,9175,905,8270,8024,3,late,49.25,1–30 DPD,Low
2025-10-16,C015,L015,16294,9600,947,8653,7641,2,late,46.89,1–30 DPD,Low
2025-10-17,C015,L015,16294,9837,970,8867,7427,1,late,45.58,1–30 DPD,Low
2025-10-18,C015,L015,16294,9941,980,8961,7333,0,current,45,Current,Low
2025-10-19,C015,L015,16294,10371,1023,9348,6946,0,current,42.63,Current,Low
2025-10-20,C015,L015,16294,10823,1068,9755,6539,0,current,40.13,Current,Low
2025-10-21,C015,L015,16294,11152,1100,10052,6242,0,current,38.31,Current,Low
2025-10-22,C015,L015,16294,11152,1100,10052,6242,1,late,38.31,1–30 DPD,Low
2025-10-23,C015,L015,16294,11527,1137,10390,5904,0,current,36.23,Current,Low
2025-10-24,C015,L015,16294,11682,1152,10530,5764,0,current,35.37,Current,Low
2025-10-25,C015,L015,16294,11898,1173,10725,5569,0,current,34.18,Current,Low
2025-10-26,C015,L015,16294,12225,1205,11020,5274,0,current,32.37,Current,Low
2025-10-27,C015,L015,16294,12687,1251,11436,4858,0,current,29.81,Current,Low
2025-10-28,C015,L015,16294,12687,1251,11436,4858,1,late,29.81,1–30 DPD,Low
2025-10-29,C015,L015,16294,12846,1266,11580,4714,0,current,28.93,Current,Low
2025-10-30,C015,L015,16294,12846,1266,11580,4714,1,late,28.93,1–30 DPD,Low
2025-09-01,C016,L016,8645,145,14,131,8514,0,current,98.48,Current,High
2025-09-02,C016,L016,8645,145,14,131,8514,1,late,98.48,1–30 DPD,High
2025-09-03,C016,L016,8645,145,14,131,8514,2,late,98.48,1–30 DPD,High
2025-09-04,C016,L016,8645,564,55,509,8136,1,late,94.11,1–30 DPD,High
2025-09-05,C016,L016,8645,1051,103,948,7697,0,current,89.03,Current,Medium
2025-09-06,C016,L016,8645,1356,133,1223,7422,0,current,85.85,Current,Medium
2025-09-07,C016,L016,8645,1356,133,1223,7422,1,late,85.85,1–30 DPD,Medium
2025-09-08,C016,L016,8645,1663,163,1500,7145,0,current,82.65,Current,Medium
2025-09-09,C016,L016,8645,1845,181,1664,6981,0,current,80.75,Current,Medium
2025-09-10,C016,L016,8645,2236,220,2016,6629,0,current,76.68,Current,Medium
2025-09-11,C016,L016,8645,2533,249,2284,6361,0,current,73.58,Current,Medium
2025-09-12,C016,L016,8645,2533,249,2284,6361,1,late,73.58,1–30 DPD,Medium
2025-09-13,C016,L016,8645,2533,249,2284,6361,2,late,73.58,1–30 DPD,Medium
2025-09-14,C016,L016,8645,2787,274,2513,6132,1,late,70.93,1–30 DPD,Medium
2025-09-15,C016,L016,8645,3236,318,2918,5727,0,current,66.25,Current,Low
2025-09-16,C016,L016,8645,3592,353,3239,5406,0,current,62.53,Current,Low
2025-09-17,C016,L016,8645,3592,353,3239,5406,1,late,62.53,1–30 DPD,Low
2025-09-18,C016,L016,8645,3817,375,3442,5203,0,current,60.19,Current,Low
2025-09-19,C016,L016,8645,3817,375,3442,5203,1,late,60.19,1–30 DPD,Low
2025-09-20,C016,L016,8645,4242,417,3825,4820,0,current,55.75,Current,Low
2025-09-21,C016,L016,8645,4414,434,3980,4665,0,current,53.96,Current,Low
2025-09-22,C016,L016,8645,4414,434,3980,4665,1,late,53.96,1–30 DPD,Low
2025-09-23,C016,L016,8645,4780,470,4310,4335,0,current,50.14,Current,Low
2025-09-24,C016,L016,8645,4780,470,4310,4335,1,late,50.14,1–30 DPD,Low
2025-09-25,C016,L016,8645,4976,489,4487,4158,0,current,48.1,Current,Low
2025-09-26,C016,L016,8645,5418,533,4885,3760,0,current,43.49,Current,Low
2025-09-27,C016,L016,8645,5717,562,5155,3490,0,current,40.37,Current,Low
2025-09-28,C016,L016,8645,6018,592,5426,3219,0,current,37.24,Current,Low
2025-09-29,C016,L016,8645,6160,606,5554,3091,0,current,35.75,Current,Low
2025-09-30,C016,L016,8645,6160,606,5554,3091,1,late,35.75,1–30 DPD,Low
2025-10-01,C016,L016,8645,6293,619,5674,2971,0,current,34.37,Current,Low
2025-10-02,C016,L016,8645,6589,648,5941,2704,0,current,31.28,Current,Low
2025-10-03,C016,L016,8645,6754,664,6090,2555,0,current,29.55,Current,Low
2025-10-04,C016,L016,8645,7154,704,6450,2195,0,current,25.39,Current,Low
2025-10-05,C016,L016,8645,7321,720,6601,2044,0,current,23.64,Current,Low
2025-10-06,C016,L016,8645,7321,720,6601,2044,1,late,23.64,1–30 DPD,Low
2025-10-07,C016,L016,8645,7321,720,6601,2044,2,late,23.64,1–30 DPD,Low
2025-10-08,C016,L016,8645,7321,720,6601,2044,3,late,23.64,1–30 DPD,Low
2025-10-09,C016,L016,8645,7629,750,6879,1766,2,late,20.43,1–30 DPD,Low
2025-10-10,C016,L016,8645,7761,763,6998,1647,1,late,19.05,1–30 DPD,Low
2025-10-11,C016,L016,8645,7919,778,7141,1504,0,current,17.4,Current,Low
2025-10-12,C016,L016,8645,8163,802,7361,1284,0,current,14.85,Current,Low
2025-10-13,C016,L016,8645,8498,835,7663,982,0,current,11.36,Current,Low
2025-10-14,C016,L016,8645,8731,858,7873,772,0,current,8.93,Current,Low
2025-10-15,C016,L016,8645,9192,904,8288,357,0,current,4.13,Current,Low
2025-10-16,C016,L016,8645,9565,941,8624,21,0,current,0.24,Current,Low
2025-10-17,C016,L016,8645,9565,941,8624,21,1,late,0.24,1–30 DPD,Low
2025-10-18,C016,L016,8645,9565,941,8624,21,2,late,0.24,1–30 DPD,Low
2025-10-19,C016,L016,8645,9714,955,8759,0,1,late,0,1–30 DPD,Low
2025-10-20,C016,L016,8645,9992,982,9010,0,0,current,0,Current,Low
2025-10-21,C016,L016,8645,9992,982,9010,0,1,late,0,1–30 DPD,Low
2025-10-22,C016,L016,8645,9992,982,9010,0,2,late,0,1–30 DPD,Low
2025-10-23,C016,L016,8645,10130,995,9135,0,1,late,0,1–30 DPD,Low
2025-10-24,C016,L016,8645,10594,1041,9553,0,0,current,0,Current,Low
2025-10-25,C016,L016,8645,10594,1041,9553,0,1,late,0,1–30 DPD,Low
2025-10-26,C016,L016,8645,10594,1041,9553,0,2,late,0,1–30 DPD,Low
2025-10-27,C016,L016,8645,10998,1081,9917,0,1,late,0,1–30 DPD,Low
2025-10-28,C016,L016,8645,11259,1107,10152,0,0,current,0,Current,Low
2025-10-29,C016,L016,8645,11654,1146,10508,0,0,current,0,Current,Low
2025-10-30,C016,L016,8645,11654,1146,10508,0,1,late,0,1–30 DPD,Low
2025-09-01,C017,L017,15581,209,20,189,15392,0,current,98.79,Current,High
2025-09-02,C017,L017,15581,209,20,189,15392,1,late,98.79,1–30 DPD,High
2025-09-03,C017,L017,15581,512,50,462,15119,0,current,97.03,Current,High
2025-09-04,C017,L017,15581,790,77,713,14868,0,current,95.42,Current,High
2025-09-05,C017,L017,15581,996,97,899,14682,0,current,94.23,Current,High
2025-09-06,C017,L017,15581,1152,112,1040,14541,0,current,93.33,Current,High
2025-09-07,C017,L017,15581,1152,112,1040,14541,1,late,93.33,1–30 DPD,High
2025-09-08,C017,L017,15581,1602,157,1445,14136,0,current,90.73,Current,High
